Brand,Logo,Since,Country,Info
BYGINGER,https://image.msscdn.net/mfile_s01/_brand/free_medium/byginger.png?202204270644,SINCE 1905,한국,"바이진저(BY GINGER)는 모던, 심플, 레이디스 룩에서 영감을 얻은 의류 브랜드입니다. 현세대의 레이디스 룩 트렌드에 관심 있는 고객을 위한 웨어러블하고 세련된 룩을 제공합니다."
BOHEMIANBLUE,https://image.msscdn.net/mfile_s01/_brand/free_medium/bohemianblue.png?202204060930,SINCE 2014,한국,BOHEMIANBLUE(보헤미안블루)는 관습과 규율을 벗어나 자유로운 방랑을 꿈꾸는 보헤미안(bohemian)과 뜨거운 태양아래 눈부시게 빛나는 한 없이 깊고 푸른 바다(deep blue sea)를 의미합니다. 기능성 의류인 래쉬가드에 지극히 감성적이 '디자인 철학'을 더하였고 자유와 짙은 푸름을 상징하는 '보헤미안+블루'의 감성은 디자인 철학의 바탕이 되어 보헤미안블루의 모든 비치웨어에 일관된 스토리와 느낌으로 전달됩니다.
CUSTOMUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/customus.png?202311060033,SINCE 2017,한국,"CUSTOMUS(커스텀 어스)는 브랜드 정신에 기반을 두어 "" 우리가 가지고 있는 다양한 생각과 가치관, 다양한 문화와의 공존을 통해서만 행복해질 수 있다는 생각이 우리의 새로운 관습(Custom)으로 뿌리내리고자 염원한다 ""라는 의미로 Us(우리들)이라는 단어와 Neo Custom(새로운 관습)의 합성어로 구성된 브랜드입니다."
PEOPLEOFTHEWORLD,https://image.msscdn.net/mfile_s01/_brand/free_medium/peopleoftheworld.png?202401221422,SINCE 2002,한국,피플오브더월드(PEOPLE OF THE WORLD)는 상상력으로 틀을 깨는 브랜드입니다.
TSSPORTS,https://image.msscdn.net/mfile_s01/_brand/free_medium/tssports.png?202311010314,SINCE 2017,한국,티에스스포츠(TS SPORTS)는 사계절 운동을 즐기는 모두를 위한 종합 스포츠 웨어 브랜드입니다.
IAER,https://image.msscdn.net/mfile_s01/_brand/free_medium/iaer.png?202308110105,SINCE 2017,한국,"아이얼(IAER)은 패션에 기반을 둔 문화 브랜드입니다. 패션과 디자인, 음악과 예술은 우리 삶이며 문화라는 모토 아래 트렌디한 복합 문화를 지향하며 아이얼만의 디자인으로 새로운 라이프스타일을 그려나가고자 합니다."
HEARTSCREW,https://image.msscdn.net/mfile_s01/_brand/free_medium/heartscrew.png?202203240714,SINCE 2021,한국,하츠크루(HEARTSCREW)는 성별과 관계없이 실용적이고 유니크한 디자인의 MZ 세대를 타깃으로 한 오버사이즈 중심의 간결한 제품을 선보이는 브랜드입니다.
HOUSEOFSUNNY,https://image.msscdn.net/mfile_s01/_brand/free_medium/houseofsunny.png?202310100938,SINCE 2011,영국,하우스 오브 써니(HOUSE OF SUNNY)는 컬러풀하고 위트있는 패턴과 빈티지한 무드의 컬렉션을 전개합니다. 국내외 패션 트렌드세터들이 사랑하는 브랜드 하우스 오브 써니를 부티크에서 만나보세요.
BEACHBOYCOMMU,https://image.msscdn.net/mfile_s01/_brand/free_medium/beachboycommu.png?202306020227,SINCE 2019,태국,비치보이커뮤(BEACHBOY COMMU)는 서핑용 서프 햇 제품을 주력으로 선보이는 브랜드입니다. 워터스포츠뿐만 아니라 낚시나 트레킹 등 각종 아웃도어 제품에도 활용할 수 있는 제품을 선보입니다.
STAYPEOPLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/staypeople.png?202306160558,SINCE 2015,한국,스테이피플(STAYPEOPLE)은 편안함과 실용성을 중점으로 하는 라운지 웨어 브랜드입니다. 부드러운 패브릭과 뉴트럴 톤 컬러의 디자인으로 오랜 시간 간직할 수 있는 나만의 아카이브 공간을 완성합니다.
ASCENTCITY,https://image.msscdn.net/mfile_s01/_brand/free_medium/ascentcity.png?202212160247,SINCE 2018,한국,어센트시티(ASCENTCITY)는 기억하고 싶은 순간을 브랜드만의 향으로 풀어나갑니다. 다양한 일상 속 모티브를 여러 문화의 예술 영역과 결합하여 새로운 아이덴티티를 쌓아가고자 하는 브랜드입니다.
LYCEENNE,https://image.msscdn.net/mfile_s01/_brand/free_medium/lyceenne.png?202302160548,SINCE 2019,한국,리센느(LYCEENNE)는 컨템퍼러리 유니섹스 캐주얼 브랜드입니다.
ABNORMALTHING,https://image.msscdn.net/mfile_s01/_brand/free_medium/abnormalthing.png?202309070704,SINCE 2013,한국,"앱놀머씽(ABNORMALTHING)은 2009년 런칭한 스트릿 기반의 트렌디 캐주얼 웨어 브랜드입니다. 누구나 편안하게 일상에서 주로 착용할 수 있는 상품을 기획하며, 좋은 퀄리티와 합리적인 가격을 추구합니다."
KOMPAKTRECORDBAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/kompaktrecordbar.png?202303220138,SINCE 2018,한국,"콤팩트 레코드 바(KOMPAKT RECORD BAR)는 20여 년간의 디제이 활동 그리고 디자이너로서 필드에서의 경험을 한 곳에 정리해 응축한 공간으로, 2018년 4월 시작된 로컬 바이자 동네 친구들의 아지트와 같은 공간입니다. 독일어 표기로 ‘kompakt'는 영문 ‘compact'와 같은 흔히 알고 있는 ‘작은’ 또는 '간편한’이라는 의미이며, 그 외에 ‘조밀한’ 그리고 '단단한’이라는 의미가 있습니다."
GOUNMOJA,https://image.msscdn.net/mfile_s01/_brand/free_medium/gounmoja.png?202303140218,SINCE 2021,한국,"고운모자(GOUNMOJA)는 디자이너 고운이 론칭한 모자 전문 브랜드입니다. 수제 모자 전문점에서 시작한 고운모자는, 21 S/S 컬렉션을 시작으로 온라인 몰을 오픈하여 대중에게 다가가고자 합니다."
PSSHOPPER,https://image.msscdn.net/mfile_s01/_brand/free_medium/psshopper.png?202401181127,SINCE 2023,한국,피에스쇼퍼(PSSHOPPER)는 빠르게 변화하는 문화와 트렌드를 내추럴한 색감과 독특한 워시드 스타일로 제안하는 브랜드입니다.
REIKU,https://image.msscdn.net/mfile_s01/_brand/free_medium/reiku.png?202105210155,SINCE 2014,한국,"REIKU(레이쿠)는 the power of creative imagination 이라는 슬로건을 바탕으로 유니크한 디자인, 퀄리티 높는 품질로 인정 받고있으며 많은 매니아층을 확보하여 인기를 얻고있는 Good Design Brand 입니다."
HOTSUIT,https://image.msscdn.net/mfile_s01/_brand/free_medium/hotsuit.png?202301260810,SINCE 2011,한국,"핫슈트(HOTSUIT)는 땀복용 원단의 제조 방법 특허를 기반으로, 신체로부터 발생하는 열이 방출되는 것을 차단하며, 기성 제품보다 뛰어난 신축성과 보온력의 땀복을 선보입니다."
NEXEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/nexen.png?202105210156,SINCE 1968,한국,넥센(NEXEN)은 새로운 콘셉트의 프리미엄 골프볼 브랜드입니다. 뛰어난 성능뿐만 아니라 골퍼의 마인드 컨트롤을 강조합니다.
INTAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/intar.png?202105210155,SINCE 2017,한국,INTAR(인타)는 미니멀리즘과 모던을 테마로 INTAR만의 감성으로 해석한 로컬 브랜드입니다.
GANESHAYOGAPROPS,https://image.msscdn.net/mfile_s01/_brand/free_medium/ganeshayogaprops.png?202211150447,SINCE 2014,한국,"가네샤 요가 프랍스(GANESHA YOGA PROPS)는 요가 강사, 요가원에서 인정한 프리미엄 요가용품 브랜드입니다. 초보자를 위한 비기너 요가 매트부터 숙련자와 전문가를 위한 천연고무 소재 요가 매트까지 다채롭게 선보입니다."
LELALES,https://image.msscdn.net/mfile_s01/_brand/free_medium/lelales.png?202311230708,SINCE 2021,한국,"르라레(LELALES)의 르(Le)는 남성, 라(La)는 여성, 레(Les)는 복수를 칭하는 프랑스어 관사입니다. 누구나 함께 즐길 수 있는 캐주얼한 무드의 뉴 노멀 브랜드입니다."
OYDARCHIVE,https://image.msscdn.net/mfile_s01/_brand/free_medium/oydarchive.png?202402291404,SINCE 2022,한국,"오와이디 아카이브(OYD ARCHIVE)는 'On the Yesterday's Documents'라는 의미와 가치가 있는 기록 또는 문서를 뜻하는 '아카이브(Archive)'를 합친 이름입니다. 우리는 매일 잊히지 않기 위해 기록되며, 그를 통해 살아갑니다."
SENCI,https://image.msscdn.net/mfile_s01/_brand/free_medium/senci.png?202401020518,SINCE 2022,한국,"센씨(SENCI)는 대한민국 서울을 기반으로 하는 인하우스 패션 브랜드입니다. 패션을 비롯해 사회 전반적으로 영향력 있는 모든 요소에 대한 작은 관심으로부터 시작하였습니다. 'started from error'라는 브랜드 철학을 바탕으로, 오류에서 시작되는 모든 시선을 새로운 관점으로 접근하여 바라보고 재해석하여 새로운 방향성을 제시합니다."
ESCAPEFROM,https://image.msscdn.net/mfile_s01/_brand/free_medium/escapefrom.png?202402281005,SINCE 2023,한국,이스케이프프롬(ESCAPEFROM)은 어딘가로부터 탈출하고 싶은 마음을 자유롭게 표현한 스트릿 캐주얼 브랜드입니다. 정해진 틀을 탈피하는 색다른 아이템을 제안합니다.
HENRIK207061,https://image.msscdn.net/mfile_s01/_brand/free_medium/henrik207061.png?202402281227,SINCE 2023,한국,헨릭207061(HENRIK207061)은 덴마크 코펜하겐 깊숙한 곳에 위치한 '미뉴리아'라는 동화 마을에 사는 요정 헨릭이 동심의 세계로 돌아가며 만들어 가는 이야기를 어린아이의 낙서 같은 아트워크로 키치하게 풀어내는 브랜드입니다. 일상에서 편안하게 입을 수 있는 아이템에 브랜드만의 통통 튀는 시그니처 컬러와 드로잉을 접목하여 웨어러블하면서도 마냥 베이식하지만은 않은 룩을 선보입니다.
MUOH,https://image.msscdn.net/mfile_s01/_brand/free_medium/muoh.png?202212130225,SINCE 2021,한국,"무오(MUOH)는 동양적 정서, 사라져 가는 것들에 대한 그리움, 불완전함에서 오는 아름다움의 세 가지 아이덴티티를 중심으로 디자이너 오동석의 철학이 녹아든 디자이너 브랜드입니다."
UPPERSTROPGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/upperstropgolf.png?202307060733,SINCE 2015,한국,어퍼스트롭 골프(UPPERSTROP GOLF)는 영 골퍼의 취향을 저격하는 자유로운 스타일에 골프 유틸리티 디테일을 더한 캐주얼 골프 웨어 브랜드입니다. 브랜드 시그니처인 콤마 로고를 키치한 느낌으로 접목해 유니크한 그래픽 플레이로 스타일을 풀어냅니다.
VINSONMASSIF,https://image.msscdn.net/mfile_s01/_brand/free_medium/vinsonmassif.png?202309250935,SINCE 2015,한국,빈슨메시프(VINSONMASSIF)는 누구나 부담 없이 캠핑에 입문할 수 있도록 합리적인 가격에 캠핑 아이템을 제공하는 브랜드입니다. 합리적인 결정이라는 뜻의 'Rational decision'이라는 슬로건을 바탕으로 캠핑 입문자들의 시작과 함께하고 있습니다.
DAIWA,https://image.msscdn.net/mfile_s01/_brand/free_medium/daiwa.png?202311220006,SINCE 1958,일본,다이와(DAIWA)는 사람과 자연이 융합하는 순간의 감동을 목표로 인간과 환경에 좋은 영향을 끼치는 스포츠 라이프스타일을 창조하고자 합니다.
KOXA,https://image.msscdn.net/mfile_s01/_brand/free_medium/koxa.png?202105210155,SINCE 2015,한국,KOXA(코싸)는 개성이 강한 고객들을 만족시키기 위해 최고의 디자이너들과 끝없는 연구와 커뮤니케이션을 통해 얻은 아이디어를 티셔츠에 접목시켜 제품을 개발하는 브랜드 입니다.
GOZER,https://image.msscdn.net/mfile_s01/_brand/free_medium/gozer.png?202212270109,SINCE 2016,한국,"GOZER(고저)는 하이엔드에 저항하는(anti-high end) 그리고 실제 생활에서 소모되는 가득 찬 옷을 만드는 브랜드입니다. 웨어러블하고, 경제적으로 접근 용이 한 옷을 만드는 것이 GOZER 의 브랜드 콘셉트입니다."
CITYBREEZEMAN,https://image.msscdn.net/mfile_s01/_brand/free_medium/citybreezeman.png?202403141001,SINCE 2022,한국,"시티브리즈 맨(CITYBREEZE MAN)은 나를 위한 미니멀 컨템포러리 브랜드입니다. 바쁜 일상 속 문득 불어오는, 반복되는 일상에 가려진 순간의 경험을 담아 감각적이고 소장하고 싶은 브랜드 문화를 제안합니다."
SIGNIFICANT,https://image.msscdn.net/mfile_s01/_brand/free_medium/significant.png?202301120125,SINCE 2014,한국,시그니피컨트(SIGNIFICANT)는 지속적인 놈코어와 뉴트로 트렌드에서 영감을 얻고 소재에서 편안함을 강조한 베이직 캐주얼 트렌디 스타일 브랜드입니다. 포멀한 형태의 최소한의 디테일과 위트 있는 감성으로 전개합니다.
VIVIDPRANKY,https://image.msscdn.net/mfile_s01/_brand/free_medium/vividpranky.png?202202240100,SINCE 2021,한국,"비비드프랭키(VIVIDPRANKY)는 고품질 소재를 바탕으로 기존 캐주얼에서 느낄 수 없던 고급스러운 촉감과 착용감을 선사합니다. 좋은 품질과 폭넓은 접근성, 개성적인 디자인을 통해 브랜드만의 감성을 선사합니다."
GRIPSWANY,https://image.msscdn.net/mfile_s01/_brand/free_medium/gripswany.png?202309081239,SINCE 2008,일본,"그립스와니(GRIP SWANY)는 정통 글러브 브랜드로 시작하여 1985년부터 아웃도어 글러브와 의류를 생산하며 아웃도어 브랜드로 발돋움하였습니다. 오리지널 디자인에 포켓을 탑재한 기어 팬츠와 파이어 팬츠, 재킷 등 우수한 품질의 아웃도어 스타일을 합리적인 가격으로 제안합니다."
VINWUED,https://image.msscdn.net/mfile_s01/_brand/free_medium/vinwued.png?202403141206,SINCE 2022,한국,빈웨드(VINWUED)는 빈티지한 매력의 1900년대 의류를 자체 아트워크로 재해석하고 전개하는 캐주얼 브랜드입니다.
VESTITO,https://image.msscdn.net/mfile_s01/_brand/free_medium/vestito.png?202303140217,SINCE 2021,한국,베스띠또(VESTITO)는 새로운 미니멀리즘을 제안하는 유니섹스 컨템포러리 브랜드입니다.
BOWER,https://image.msscdn.net/mfile_s01/_brand/free_medium/bower.png?202204140549,SINCE 2021,한국,보우어(BOWER)는 새로운 요소들의 유입과 함께 빠르게 변화하는 트렌드에 맞춰 경계 없이 어울릴 수 있는 브랜드입니다. 의류의 본질을 바탕으로 고객의 만족을 디자인합니다.
CHAMPIONGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/championgolf.png?202401151626,SINCE 1938,일본,"챔피온 골프(CHAMPION GOLF)는 정통 아메리칸 애슬레틱 웨어&캠퍼스 웨어를 베이스로 하는 챔피온(CHAMPION)의 골프 라인입니다. 골프뿐만 아니라 일상에서 함께 즐길 수 있도록 다양한 배리에이션의 컬러와 디자인, 기능성 소재를 선보입니다."
REPLAYCONTAINER,https://image.msscdn.net/mfile_s01/_brand/free_medium/replaycontainer.png?202309190550,SINCE 2013,한국,REPLAY CONTAINER(리플레이컨테이너)는 재생하다(REPLAY)와 컨테이너박스(BOX)의 결합어로 '재생하는 컨테이너박스'의 상징성에 의미한 컨텐츠 브랜드. clothing 부터 lifestyle 까지 구분없이 매 분기별 새로운 contents(내용물)이 출시된다. fast fashion 시대의 '유행이 흘러간 상품의 재생'의 취지에 맞게 'replay'의 사용으로 재생컨텐츠의 심볼을 가지고 PB지정. 새로운 시선의 접근과 독창적인 상품으로 시그니처에 의미를 부여하여 다른 브랜드와의 차별성을 중점에 두고 있다.
UNIFLAME,https://image.msscdn.net/mfile_s01/_brand/free_medium/uniflame.png?202309130300,SINCE 1985,일본,유니프레임(UNIFLAME)은 독특한 불꽃을 창조한다는 일념으로 1958년 일본에서 설립된 토털 캠핑용품 브랜드입니다. 캠핑과 아웃도어에 필요한 다양한 제품을 선보입니다.
AFTERHOMEPARTY,https://image.msscdn.net/mfile_s01/_brand/free_medium/afterhomeparty.png?202109030437,SINCE 2021,한국,"애프터홈파티(AFTER HOME PARTY)는 27년간의 노하우를 바탕으로 그 어떤 브랜드보다 내구성, 신축성, 편안함에 중점을 두고, 여기에 트렌디한 디자인을 더한 자체 제작 아이템으로 구성한 컬렉션을 선보입니다."
THERABAND,https://image.msscdn.net/mfile_s01/_brand/free_medium/theraband.png?202312210234,SINCE 1993,미국,세라밴드(THERABAND)는 강도에 따른 7가지 컬러 시스템을 통한 제품으로 맞춤형 근력운동을 제공합니다.
CARAMBA,https://image.msscdn.net/mfile_s01/_brand/free_medium/caramba.png?202212010655,SINCE 2022,한국,카람바(CARAMBA)는 긍정과 부정의 표현을 아우르는 스페인어 감탄사입니다. 시시때때로 변하는 인간의 감정을 하나의 감탄사로 녹여내듯 운동과 일상을 포함한 어떤 상황에서도 개성을 표현할 수 있는 패션 스포츠 웨어 브랜드를 지향합니다.
BLACKPP,https://image.msscdn.net/mfile_s01/_brand/free_medium/blackpp.png?202402061756,SINCE 2019,한국,"블랙피피(BLACKPP)는 1960~1970년대 오리지널 클래식 밀리터리 데드 스톡 제품을 모티브로 디자인의 재해석과 반복적인 패턴, 샘플 수정을 통해 브랜드만의 스타일을 선보입니다."
MARJE,https://image.msscdn.net/mfile_s01/_brand/free_medium/marje.png?202307060729,SINCE 2021,한국,마르제(MARJE)는 일상 속 자리 잡은 스포츠에서 영감을 받아 클래식한 디자인과 편안하고 자유로운 움직임을 추구하는 컨템포러리 라이프 웨어 브랜드입니다. 타임리스한 클래식 디자인과 세련된 디테일이 조화를 바탕으로 새로운 트렌드를 제시합니다.
GURUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/gurus.png?202311090719,SINCE 2021,스페인,"구루스(GURUS)는 스페인에서 수작업으로 제작하는 하우스 슈즈 브랜드입니다. 일반적인 슬리퍼의 모습이지만, 훨씬 편안하고 견고합니다."
YOONJIYOUNG,https://image.msscdn.net/mfile_s01/_brand/free_medium/yoonjiyoung.png?202401080104,SINCE 2023,한국,윤지영(YOONJIYOUNG)은 2017년부터 지금까지 그만의 신선하고 서정적인 음악적 색깔을 선보이고 있습니다. 최근 발매한 정규 1집 <나의 정원에서>를 통해 특유의 감성과 함께 과감하고 독특한 비주얼 스타일링을 선보이고 있습니다.
TARKET,https://image.msscdn.net/mfile_s01/_brand/free_medium/tarket.png?202105210155,SINCE 2012,한국,타르켓(TARKET)은 매일 입을 수 있는 새로운 그래픽을 선보이는 에너지 넘치는 브랜드입니다.
4WIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/4win.png?202105210155,SINCE 2020,한국,"포윈(4WIN)은 승리를 향해 끊임없이 전진하고 도전하는 스포츠 정신을 담은 브랜드입니다. 프로 스포츠와 생활 체육, 종목별 필요에 충실한 기능성 의류를 개발하여 퍼포먼스를 향상하고 부상 예방, 리커버리까지 책임져 승리를 향해 한 걸음 더 다가가도록 합니다."
PROPPER,https://image.msscdn.net/mfile_s01/_brand/free_medium/propper.png?202209020334,SINCE 2015,미국,PROPPER(프로퍼)는 미국 최대의 군납 회사로서 각종 기관에 납품하고 있는 정통성있는 브랜드입니다. 프로퍼만의 최고급 소재와 인체공학적 디자인으로 제작된 다양한 기능성 제품은 일반 대중들에게도 많은 사랑을 받고 있습니다.
SOGNAREBY,https://image.msscdn.net/mfile_s01/_brand/free_medium/sognareby.png?202209151019,SINCE 2017,한국,"SOGNAREBY(소냐레바이)는 아름다워지고 싶은 여성들을 위한 액티브웨어 브랜드입니다. SOGNARE는 이탈리아어로 '꿈꾸다', '열망하다' 라는 뜻으로, 기존 기능성 스포츠 웨어에서 감성적이고 센슈얼한 스타일을 더하여 수영복, 폴웨어, 피트니스웨어 그리고 요가웨어까지 모두 가능한 토탈 애슬러저룩을 선보이는 브랜드입니다."
STOCKHOLMSYNDROME,https://image.msscdn.net/mfile_s01/_brand/free_medium/stockholmsyndrome.png?202105210155,SINCE 2014,한국,"STOCKHOLM SYNDROME(스톡홀름 신드롬)은 사전적 의미로 인질이 납치범에게 공감과 동조 그리고 긍정적인 감정을 품게 되는 심리적 현상입니다. 자유롭게 표현하지만 대중들이 공감할 수 있는 디자인을 하며 인질을 대중, 납치범을 우리 또는 우리가 하는 행위라 비유하는 브랜드입니다."
VVELOCE,https://image.msscdn.net/mfile_s01/_brand/free_medium/vveloce.png?202112300847,SINCE 2019,한국,"뷔벨로체(VVELOCE)는 유니섹스 스트릿 무드의 의류와 모자, 액세서리를 선보이는 브랜드입니다."
MUSCLEGUARD,https://image.msscdn.net/mfile_s01/_brand/free_medium/muscleguard.png?202212060203,SINCE 2019,한국,"머슬가드(MUSCLEGUARD)는 언제, 어디서나, 누구나 즐겁게 운동할 수 있는 맨몸운동 문화를 선도하는 브랜드입니다."
SWEATLABLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/sweatlable.png?202212130239,SINCE 2022,한국,스웻레이블(SWEAT LABLE)은 스웨트 제품을 중심으로 다채로운 컬러감과 세련된 그래픽 요소를 아웃핏으로 풀어내는 감성 스트릿 브랜드입니다. 자연과 제품의 지속 가능성을 생각하며 일상과 자연에서 자유롭고 편안하게 입을 수 있는 옷을 목표로 컬렉션을 전개합니다.
SNUGGIEST,https://image.msscdn.net/mfile_s01/_brand/free_medium/snuggiest.png?202401301620,SINCE 2023,한국,스너기스트(SNUGGIEST)는 빈티지 무드 기반의 여성 캐주얼 브랜드입니다. '가장 아늑한'이란 뜻의 브랜드 네임처럼 아늑함을 표현하기 위해 노력합니다. 매 시즌 진화하는 콘셉트와 더불어 변화하는 아늑함의 형태를 브랜드만의 감성으로 풀어냅니다.
THEMEMORIAL,https://image.msscdn.net/mfile_s01/_brand/free_medium/thememorial.png?202401180934,SINCE 2020,한국,더메모리얼(THE MEMORIAL)은 베이식하면서도 누구나 편안하게 접할 수 있는 제품을 기반으로 하는 브랜드입니다. 담백하면서도 특별한 스타일의 컨템포러리 캐주얼을 추구합니다.
IMIRK,https://image.msscdn.net/mfile_s01/_brand/free_medium/imirk.png?202303170111,SINCE 2020,한국,"아이멀크(IMIRK)는 범죄물 또는 범죄영화를 뜻하는 독일어 단어 '크리미(KRIMI)'를 반전한 것으로, 영화 속 등장인물의 옷차림과 애티튜드에서 받은 영감을 디자인하는 디자이너 브랜드입니다. 크리미라는 어원에 담긴 강한 이미지를 역으로 부드럽고 온화하게 재해석하는 독특한 접근 방식을 더해 미니멀하면서도 유니크한 룩을 제안합니다."
LEUNI,https://image.msscdn.net/mfile_s01/_brand/free_medium/leuni.png?202311140828,SINCE 2017,한국,리유니(LEUNI)는 클래식하고 우아한 실루엣을 지키되 상식을 비트는 디자인을 더해 일상에서도 하나의 오브제처럼 빛나는 카리스마를 가진 의류를 소개합니다.
STANDMENTS,https://image.msscdn.net/mfile_s01/_brand/free_medium/standments.png?202312041805,SINCE 2020,한국,스탠드먼츠(STANDMENTS)는 도시에 사는 사람들의 일상 유니폼을 만듭니다. 의류의 본질에 기반하여 간결하고 편안하며 합리적인 제품을 목표로 합니다.
HARDGEAR,https://image.msscdn.net/mfile_s01/_brand/free_medium/hardgear.png?202309171204,SINCE 1905,한국,하드기어(HARDGEAR)는 고객에게 안전하고 튼튼한 캠핑용품을 제공하고자 하는 목표를 바탕으로 다양한 텐트 제품과 캠핑용품을 출시하며 국내 캠핑&아웃도어 시장을 선도하고 있습니다.
25PERCENTAGE,https://image.msscdn.net/mfile_s01/_brand/free_medium/25percentage.png?202401151610,SINCE 2018,한국,"25퍼센테이지(25PERCENTAGE)는 편안함과 스포티한 무드로 일상에 녹아드는 라이프 웨어를 추구하며, 매 시즌 다양한 콘셉트의 뉴 스트릿 캐주얼을 선보입니다."
EMERGENCY,https://image.msscdn.net/mfile_s01/_brand/free_medium/emergency.png?202303200420,SINCE 2019,한국,이머전시(EMERGENCY)는 한국인의 체형에 맞는 핏과 디자인의 데일리 팬츠를 합리적인 가격으로 선보이는 브랜드입니다.
KAEISS,https://image.msscdn.net/mfile_s01/_brand/free_medium/kaeiss.png?202105210156,SINCE 2019,한국,"케이아스(KAEISS)는 '혼돈(chaos)'이라는 뜻의 영어 단어의 발음을 표기한 것으로, 규칙 없는 패션 세계에 대한 감성을 표현하고자 하는 남성복 브랜드입니다. 감각적인 절개 라인과 기하학적 라인 디테일, 텍스타일 조합을 현대적인 실루엣에 접목한 하이브리드 스타일을 창조하고자 합니다. 누구나 생각할 수 없는 디자인을 추구합니다."
ARDOROBE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ardorobe.png?202401241817,SINCE 2018,한국,"ARDOROBE(아더로브)는 ardor 와 robe의 의미를 더하여 열정, 열의, 열성적과 같은 의복을 대하는 태도로써, 이 시대 젊은이들의 새롭고 창의적이며 열정적인 모습을 대변하는 브랜드입니다."
MAGPIEROBIN,https://image.msscdn.net/mfile_s01/_brand/free_medium/magpierobin.png?202105210156,SINCE 2015,한국,MAGPIEROBIN(맥파이로빈)는 simple & unique 콘셉트로 일상적으로 소박한 스타일리시함을 지향하는 캐주얼 브랜드입니다.
LYF,https://image.msscdn.net/mfile_s01/_brand/free_medium/lyf.png?202301310636,SINCE 2021,한국,"라이프(LYF)은 언제 어디서나 편하게 입을 수 있는 이지 라이프스타일 웨어를 선보입니다. 다양한 애슬레저 활동이 우리의 일상이 되었듯, 라이프도 일상 속 즐거움 안에 머무르길 바라며 인생을 즐기는 이들을 응원하는 건강한 브랜드가 되고자 합니다."
ORDINARYPEOPLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ordinarypeople.png?202310260247,SINCE 2011,한국,"ORDINARY PEOPLE(오디너리피플)은 이 세상의 ‘보통의 사람들’이 오디너리피플의 옷을 통해 우리 안에 있는 ""특별함""을 발견하길 바라면서 오디너리피플의 소망을 보여주는 디자이너 레이블 브랜드입니다. 오디너리피플은 컬렉션 라인인 Ordinary People Collection Label과 세컨드 라인인 Ordinary People Campaign Label을 동시에 전개하고 있습니다."
INSTAY,https://image.msscdn.net/mfile_s01/_brand/free_medium/instay.png?202402160948,SINCE 2016,한국,"인스테이(INSTAY)는 스노보드, 서핑, 캠핑 등 다양한 라이프스타일을 즐기는 소비자들의 합리적인 소비를 지향하기 위해 만들어진 브랜드입니다."
RESTORE,https://image.msscdn.net/mfile_s01/_brand/free_medium/restore.png?202112230700,SINCE 2018,한국,"리스토어(RESTORE)는 'Rebuild, Restore, Renew'를 슬로건으로, 리스토어가 추구하는 회복의 뜻을 통해 일상 속에서 그 의미들을 표현하고자 합니다."
MOIREMOA,https://image.msscdn.net/mfile_s01/_brand/free_medium/moiremoa.png?202308010832,SINCE 2022,한국,무아르모아(MOIREMOA)는 모던 오피스 룩 콘셉트로 일하는 환경을 넘어선 독특한 스타일을 제안합니다. 편안한 착용감과 세련된 실루엣을 디자인하고 어디에 있더라도 자신감과 개성을 드러낼 수 있는 옷을 만듭니다. 자유롭고 독창적이며 동시에 트렌디하면서 실용적인 디자이너 브랜드입니다.
ASANA,https://image.msscdn.net/mfile_s01/_brand/free_medium/asana.png?202209220645,SINCE 2014,한국,아사나(ASANA)는 심신 수련을 통해 내면과 외면의 아름다움을 만들어가는 이들을 위해 건강하고 균형 있는 삶을 만들 수 있도록 여유로운 마음을 담은 제품을 선보입니다.
DEEPLY,https://image.msscdn.net/mfile_s01/_brand/free_medium/deeply.png?202204060700,SINCE 2017,한국,"디플리(DEEPLY)는 프리 다이빙을 좋아하는 사람들이 더 안전하고 좋은 장비를 사용하길 바라는 마음으로 만들어졌습니다. 수준 높은 전문가와 강사들의 테스트와 수정, 보완을 거쳐 완성한 프리 다이빙 장비를 선보입니다."
FOOTJOYGOLF,https://image.msscdn.net/mfile_s01/_brand/free_medium/footjoygolf.png?202108120846,SINCE 1857,미국,"풋조이골프(FOOTJOY GOLF)는 끊임없는 연구와 설계, 혁신적인 기술로 안정적이고 견고한 스윙을 가능케 하는 골프화와 골프 장갑 등 골퍼들이 바라는 모든 사항을 담은 최적의 골프 웨어를 선보이는 브랜드입니다."
