Brand_KR,Brand_ENG,Logo,Since,Country,Info,개수
스위치123,SWITCH123,https://image.msscdn.net/mfile_s01/_brand/free_medium/switch123.png?202301310651,SINCE 2020,한국,"스위치123(SWITCH123)은 언제나 여행하는 것만 같은 즐거움을 표현합니다. 휴머니티가 물씬 묻어나는 유머러스한 감성과 번뜩이는 아이디어, 풍부한 컬러로 매 시즌 세련된 그래픽을 선보입니다.",603
울프라운치,WOLFLAUNCH,https://image.msscdn.net/mfile_s01/_brand/free_medium/wolflaunch.png?202307210107,SINCE 2004,한국,울프라운치(WOLFLAUNCH)는 일상에서 벗어나 자연에서 해방된 자신을 발견하는 캠퍼로부터 영감을 얻어 탄생한 캠핑 아웃도어 브랜드입니다. 세계적으로 인정받은 품질과 편안하면서도 감성적인 디자인으로 완성한 제품으로 날씨에 구애받지 않는 자유로운 캠핑을 지원합니다.,38
테니스 보이 클럽,TENNISBOYCLUB,https://image.msscdn.net/mfile_s01/_brand/free_medium/tennisboyclub.png?202206030619,SINCE 2020,한국,테니스 보이 클럽(TENNIS BOY CLUB)은 테니스 라이프스타일과 관련된 로고와 그래픽을 활용한 다양한 디자인을 선보입니다. 테니스를 즐기고자 하는 시티보이에게 어울리는 스탠다드 아이템을 선보입니다.,58
엔드오버,ENDOVER,https://image.msscdn.net/mfile_s01/_brand/free_medium/endover.png?202305100107,SINCE 2020,한국,엔드오버(ENDOVER)는 하기 싫은 일들 때문에 좋아하는 것을 멈추지 않길 바라는 마음을 담은 서브컬처 기반 스트릿 패션 브랜드입니다.,2
슈엣뜨 샤폐,CHOUETTESAPE,https://image.msscdn.net/mfile_s01/_brand/free_medium/chouettesape.png?202105210155,SINCE 2018,한국,"CHOUETTE SAPE(슈엣뜨 샤폐)는 프랑스어로 chouette, sape의 각각의 사전적인 의미인 ""멋진, 근사한"", ""의복, 의류"" 으로 매 시즌 트렌드와 새로운 스타일에서 영감을 받아 고유의 색감과 스타일로 컬렉션을 선보이고자 하는 브랜드입니다.",173
앤디아더,ANDTHEOTHER,https://image.msscdn.net/mfile_s01/_brand/free_medium/andtheother.png?202401241817,SINCE 2017,한국,앤디아더(ANDTHEOTHER)는 '또 다른 유니크함'을 슬로건으로 다채로운 컬러 조합과 위트 있는 디자인을 콘셉추얼하게 선보이는 유스 캐주얼 브랜드입니다.,170
빌젠,VILEJEUNE,https://image.msscdn.net/mfile_s01/_brand/free_medium/vilejeune.png?202312200442,SINCE 2022,한국,"빌젠(VILE JEUNE)은 현대 젊은이들이 일과를 마친 뒤의 지친 일상에 편안함과 여유를 향유하고 싶을 때 입을 수 있는 실용적이고 현실적인 옷을 추구합니다. 과시하기 위한 화려함이 아닌 실루엣과 디테일이 주는 차이를 중요시하며, 일상적인 편안함을 중시합니다. 미니멀하면서 빈티지적인 무드를 표현하며, 베이식한 아이템을 토대로 현시대에 어울리는 옷을 선보이고 있습니다.",36
신스레터스,SHINSLETTERS,https://image.msscdn.net/mfile_s01/_brand/free_medium/shinsletters.png?202401241805,SINCE 2021,한국,"신스레터스(SHINS LETTERS)는 세계 곳곳에서 얻은 다양한 경험을 비정통적인 그래픽과 독특한 패턴으로 재해석하여 한 편의 편지와 같은 스토리 있는 패션을 선보입니다. 이러한 접근 방식은 장소나 대상에 대해 새로운 깊이를 담아 해석하는 동시에, 제품을 입은 고객에게 직접 그곳으로 떠난 듯한 경험과 영감을 제공합니다.",35
90센스,90SENSE,https://image.msscdn.net/mfile_s01/_brand/free_medium/90sense.png?202402201857,SINCE 2020,한국,"90센스(90SENSE)는 아시아 소년소녀들의 하이틴 감성을 바탕으로, 개성 있는 서브컬처 디자인과 분위기를 담은 패션 브랜드입니다.",13
노이커먼,NOYCOMMON,https://image.msscdn.net/mfile_s01/_brand/free_medium/noycommon.png?202401241820,SINCE 2013,한국,"NOYCOMMON(노이커먼)은 유니섹스 캐주얼 브랜드로서 모던하고 간결한 실루엣을 바탕으로, 아트웍, 레터링 등을 통해 다양한 메시지를 표현해 나갑니다. 매 시즌 콘셉트와 트렌드를 반영한 노이커먼만의 해석으로, 웨어러블함과 동시에 진부하지 않은 디자인을 이어갈 것입니다.",47
민더리,MEENDERI,https://image.msscdn.net/mfile_s01/_brand/free_medium/meenderi.png?202307190450,SINCE 2021,한국,민더리(MEENDERI)는 동화적 무드에 기반을 둔 우먼스 캐주얼 웨어 브랜드입니다. 과감한 컬러와 깔끔한 실루엣 속 러프한 디테일이 특징입니다.,101
그리디어스,GREEDILOUS,https://image.msscdn.net/mfile_s01/_brand/free_medium/greedilous.png?202210200225,SINCE 2011,한국,"그리디어스(GREEDILOUS)는 미래지향적이며 기하학적인 그래픽 디자인을 스타일과 접목해 글로벌 스타일로 만든 디자이너 박윤희의 브랜드로 2009년에 론칭했습니다. 패션 디자인과 산업 디자인을 전공한 그녀의 다양한 경험은 새로운 변화와 시도를 두려워 하지않는 진취적인 성격을 통해 '프린트의 여왕'이라는 타이틀을 얻게 했고, 그녀의 컬렉션은 변화무쌍한 패턴과 섬세함 초점이 맞춰지며 강한 비주얼의 실루엣으로 완성됩니다. 진보적인 그리디어스 컬렉션은 그녀의 세계적인 비젼과 영감을 나타내고 있으며 디자이너 사이에도 혁명적인 브랜드로 소문이 자자합니다. 지금 그리디어스는 한국은 물론 전 세계의 셀러브리티가 사랑하는 글로벌 브랜드로 성장했으며 고유의 아이텐티티로 자리매김 하고 있습니다. 그리디어스는 다양한 나라에서 전시에 참여하며 미국, 홍콩, 중국, 쿠웨이트, 사우디아라비아, 멕시코, 프랑스 등에서 만날 수 있으며 시대를 앞서는 여성의 라이프스타일을 스타일리시하게 푸는 퓨처리스틱 모더니티(Futuristic Modernity)를 표현합니다.",1120
아웃사이드프로그,OUTSIDEFROG,https://image.msscdn.net/mfile_s01/_brand/free_medium/outsidefrog.png?202401241435,SINCE 2023,한국,"아웃사이드프로그(OUTSIDE FROG)는 밀리터리, 워크 웨어 기반의 클래식함을 유지하면서도 새로운 요소를 발견하여 이를 다양한 방식으로 재해석하는 브랜드입니다.",15
320쇼룸,320SHOWROOM,https://image.msscdn.net/mfile_s01/_brand/free_medium/320showroom.png?202402131144,SINCE 2018,한국,"320쇼룸(320SHOWROOM)은 모던한 감성과 톤 다운 컬러에 포인트를 더해 담백하면서도 차별화된 디자인을 선보이고 있습니다. 실용적이면서 편안한 실루엣으로 트랜디한 감성을 담았습니다. 모던하고 미니멀한 감성이지만 트렌디함을 더해 320쇼룸은 가볍게 다가가지만, 가벼워보이지 않는 스타일을 추구하고 있는 브랜드입니다.",371
에비던스,EVIDENCE,https://image.msscdn.net/mfile_s01/_brand/free_medium/evidence.png?202302020247,SINCE 2022,한국,에비던스(EVIDENCE)는 베이식 라인을 기반으로 합리적인 가격과 높은 퀄리티로 미니멀리즘의 트렌드를 이끄는 컨템포러리 브랜드입니다. 누구나 편안하고 부담 없이 착용할 수 있는 대중적인 룩을 완성하기 위해 끊임없이 노력합니다.,148
키크,KEEK,https://image.msscdn.net/mfile_s01/_brand/free_medium/keek.png?202105210156,SINCE 2018,한국,"키크(KEEK)는 일상 속 다양한 가치를 재발견하고, 결합이 가능한 모듈 형태의 의류로, 실용성과 디자인을 함께 갖춘 유니섹스 캐주얼 브랜드입니다. 한계를 초월하고, 새로운 문화를 만들어 고객과의 경계를 허물고자 합니다.",179
나우앤투모로우,NOWANDTOMORROW,https://image.msscdn.net/mfile_s01/_brand/free_medium/nowandtomorrow.png?202307110244,SINCE 2018,한국,나우앤투모로우(NOWANDTOMORROW)는 '인연'과 '여행'에서 얻은 영감으로 나우앤투모로우만의 감성을 담아 의복을 창조시키는 유니섹스 캐주얼 브랜드입니다.,198
소셜그린클럽,SOCIALGREENCLUB,https://image.msscdn.net/mfile_s01/_brand/free_medium/socialgreenclub.png?202307030540,SINCE 2020,한국,소셜그린클럽(SOCIAL GREEN CLUB)은 웰니스 라이프를 모토로 필드와 일상의 경계가 없는 라이프스타일 골프 웨어를 선보이는 브랜드입니다.,87
고코리,GOCORI,https://image.msscdn.net/mfile_s01/_brand/free_medium/gocori.png?202312270454,SINCE 2017,한국,"고코리(GOCORI)는 메마른 도시에 생명력 있는 아름다움을 피워내는 디자인 스튜디오입니다. 패션, 라이프스타일, 콘텐츠 등 장르의 경계 없이 선한 이야기와 영감을 도시 정원사의 시선으로 담아냅니다.",205
폴리,FOLI,https://image.msscdn.net/mfile_s01/_brand/free_medium/foli.png?202401241809,SINCE 2021,한국,폴리(FOLI)는 매일의 휴식을 위해 존재합니다. 우리는 세상의 소음으로부터 벗어나 사랑스러운 홈 웨어로 몸과 마음을 충전함으로써 세상과 다시 연결되는 자가충전 문화를 만들고자 합니다.,193
노앤뮤트,NONMUTE,https://image.msscdn.net/mfile_s01/_brand/free_medium/nonmute.png?202403121202,SINCE 2023,한국,노앤뮤트(NONMUTE)는 과거와 현재의 조화를 통해 시간이 지나도 가치 있는 디자인을 추구하는 브랜드입니다. 과거의 아카이브를 참고해 구현한 디자인에 현재를 살아가는 우리의 취향에 맞는 소재와 컬러를 입혀 완성합니다. 세월이 지나도 신선한 경험으로 다가갈 수 있는 아이템을 제안합니다.,24
케이스어랏,CASEALOT,https://image.msscdn.net/mfile_s01/_brand/free_medium/casealot.png?202310190014,SINCE 2022,한국,케이스어랏(CASE A LOT)은 일상 속 기억(memories in everyday life)'를 담아 당신의 의미 있는 순간의 기억이 될 수 있도록 편안하고 부담 없는 디테일의 의류를 표현하고자 합니다.,33
디스코드사운드,DISCHORDSOUND,https://image.msscdn.net/mfile_s01/_brand/free_medium/dischordsound.png?202308010041,SINCE 2021,한국,디스코드사운드(DISCHORDSOUND)는 의도적 또는 실수에 의해 지정된 코드에서 벗어났음을 의미합니다. 현시대의 흐름에서 벗어나 새로운 시각으로 문화를 바라보며 끊임없는 변화를 추구합니다.,95
콘트로바날레,CONTROBANAL3,https://image.msscdn.net/mfile_s01/_brand/free_medium/controbanal3.png?202310050250,SINCE 2018,한국,"CONTROBANAL3(콘트로바날레)는 세련되고 트렌디한 도시적 문화에 잘 어울리는 '컨템포러리 스트릿 브랜드'로써, 과감하고 강렬한 디테일의 화려함과 미니멀하고 심플한 베이직함 사이 그 중간 어딘가에 있는, 적절히 절제되어 세련된 바이브와 감각적인 디테일이 은근히 드러나는 클래씨(classy)한 스트릿 스타일을 추구하는 브랜드입니다.",149
이고프리덤랩,AEGOFREEDOMLAB,https://image.msscdn.net/mfile_s01/_brand/free_medium/aegofreedomlab.png?202403131724,SINCE 2022,한국,이고프리덤랩(AEGO FREEDOM LAB)은 '자유와 해방을 추구하는 자유실험실'을 슬로건으로 매 시즌 더 가까운 자유를 선물하기 위해 노력하는 브랜드입니다.,35
아르댓,ARETHAT,https://image.msscdn.net/mfile_s01/_brand/free_medium/arethat.png?202211020247,SINCE 2019,한국,"아르댓(ARETHAT)은 컨템포러리를 기반으로하는 미니멀리즘을 정교한 디테일과 내츄럴한 무드를 표현하는 브랜드입니다. 고감도 소재와 모던한 실루엣, 감성적인 컬러, 입체적인 패턴을 사용하여 페미닌한 디자인을 합니다. 매 시즌 브랜드만의 색깔과 트렌드를 재해석하여, 각 제품에 개별성과 차별화를 담아내는 디자인을 추구합니다. 일상적이고 오랜 간직하고 싶은 옷을 선보입니다.",63
피엠코,PMCO,https://image.msscdn.net/mfile_s01/_brand/free_medium/pmco.png?202105210156,SINCE 2016,한국,피엠코(PMCO)는 남여공용 캐주얼스트릿 디자이너 브랜드입니다. PMCO는 옛 수학기호 Piu Memo Cosa의 약자로 디자인에 있어 '어떤 것을 빼고 더할지는 미지수'라는 뜻으로 과하지 않으면서 새로운 디자인으로 다가가려 합니다.,93
디프,DIIFF,https://image.msscdn.net/mfile_s01/_brand/free_medium/diiff.png?202401090136,SINCE 2022,한국,디프(DIIFF)는 'different'와 'fashion'의 합성어로 곡선 형태의 알파벳 D와 직선 형태의 F를 포용하는 모습으로 서로 다른 형태가 모여 새로운 결과물을 창조한다는 의미를 담고 있습니다.,256
카인즈,KINDS,https://image.msscdn.net/mfile_s01/_brand/free_medium/kinds.png?202303140456,SINCE 2021,한국,카인즈(KINDS)는 여러 가지 종류에 대한 새로운 시각을 다양한 의류와 라이프스타일에 투영하여 하나의 시즌을 풀어나갑니다. 한 가지 틀에 정밀한 표현을 하기보다는 틀에 얽매이지 않은 다양한 컬러의 조화와 대비를 통해 여러 방향을 제시합니다.,5
키녹스,KINOX,https://image.msscdn.net/mfile_s01/_brand/free_medium/kinox.png?202309081316,SINCE 2020,한국,키녹스(KINOX)는 오랜 기간 기술과 제조 경력을 쌓은 제조사의 자체 브랜드입니다. 제품이 세상에 나오기까지 일련의 모든 과정을 직접 생산하고 관리하여 퀄리티 좋은 제품을 합리적인 가격으로 선보입니다. 일상이나 캠핑 등 다양한 순간에 키녹스의 제품이 함께할 수 있도록 최선을 다합니다.,42
앤니즈,ANDNEEDS,https://image.msscdn.net/mfile_s01/_brand/free_medium/andneeds.png?202401241819,SINCE 2017,한국,앤니즈(ANDNEEDS)는 일상에 스며드는 디자인에 가치를 둡니다. 클래식한 감성과 다양한 사람들의 니즈를 함께 이야기하며 나누고자 하는 마음으로 제작합니다. 함께 공유하는 것들이 우리를 돋보일 수 있도록 합니다.,549
리엔드코,RIANDCO,https://image.msscdn.net/mfile_s01/_brand/free_medium/riandco.png?202304060635,SINCE 2021,한국,리엔드코(RIANDCO)는 클래식&미니멀 무드를 바탕으로 빠르게 변화하는 트렌드에 브랜드만의 방식으로 캐주얼하고 웨어러블한 디자인을 선보입니다.,90
클레클레,CLECLE,https://image.msscdn.net/mfile_s01/_brand/free_medium/clecle.png?202401241811,SINCE 2019,한국,"클레클레(CLECLE)는 `Key in to your heart`라는 브랜드 슬로건을 중심으로, 매년 달라지는 시즌 슬로건에 맞춰 다양한 스타일을 만들어나가는 프리미엄 걸 스트릿 캐주얼 브랜드입니다. 다채로운 자수 디자인과 하이 퀄리티가 믹스 매치된 아름다운 제품을 선보입니다.",18
로매니스,ROMANNIS,https://image.msscdn.net/mfile_s01/_brand/free_medium/romannis.png?202310041054,SINCE 2022,한국,"로매니스(ROMANNIS)는 '로맨틱(romantic)'과 '테니스(tennis)'의 합성어로, 당신의 테니스가 로맨틱한 순간이길 바라며 사랑스러운 취향이 담긴 스타일을 제안합니다.",19
메타퍼,METAPHER,https://image.msscdn.net/mfile_s01/_brand/free_medium/metapher.png?202311220142,SINCE 2016,한국,"METAPHER(메타퍼)는 다양한 패션 트렌드가 있지만 어느 것 하나에 치우칠 수 없다는 생각에 메타퍼는 사회적, 경제적 사항 등을 고려하여 시대의 경향들을 아우르며 소비자들이 만족할 수 있는 디자인을 제안합니다. 그러기 위해 메타퍼만의 원단을 직접 직조하고 또한 자체 공장을 운영하고 있습니다.",149
핀스드룩,FINSDRUCK,https://image.msscdn.net/mfile_s01/_brand/free_medium/finsdruck.png?202312180019,SINCE 2021,한국,"핀스드룩(FINSDRUCK)은 어둠을 뜻하는 독일어 'Finsternis'와 표현, 표출을 뜻하는 'Ausdruck'의 합성어입니다. 중세 유럽의 고딕 양식과 여기에서 파생된 고스 문화에서 영감을 받은 중성적인 패션을 추구합니다. 어둠과 반항의 이미지로 표현되던 고스 문화를 브랜드만의 유니크한 감성으로 재해석하여 소프트하고 모던하게 풀어내는 하이엔드 유니섹스 컨템포러리 브랜드를 지향합니다.",84
비트윈에이앤비,BETWEENAANDB,https://image.msscdn.net/mfile_s01/_brand/free_medium/betweenaandb.png?202403111211,SINCE 2014,한국,비트윈에이앤비(BETWEEN A AND B)는 낯섦과 공감이라는 개념 사이에 존재하는 무한한 가능성을 디자인합니다. 실험적이지만 실용적이고 특별하지만 합리적인 캐주얼 웨어를 제안합니다.,143
클렛,CLET,https://image.msscdn.net/mfile_s01/_brand/free_medium/clet.png?202307280146,SINCE 2017,한국,"CLET(클렛)은 웨어러블한 아이템을 바탕으로 매시즌 새로운 감성으로 접근해 표현하는 컨템포러리 브랜드입니다. 심플하면서도 여성스러움이 묻어나는 디자인, 고급스러운 소재와 디테일이 돋보이는 제품을 매 시즌 새로운 주제와 함께 전개합니다. 'Share your sensibility'를 슬로건으로 일상 속에서 서로의 감성을 공유하고 표현해나가는 브랜드입니다.",567
엔오티,NOT,https://image.msscdn.net/mfile_s01/_brand/free_medium/not.png?202204220659,SINCE 2018,한국,"NOT(엔오티) 는<레트로 스포티 테크니컬 웨어> ""캐쥬얼을 테크적 감각으로 재구성하는 뉴 레트로 스포티 캐주얼""을 기반으로 2018 S/S 시즌 컨셉인 PRIVACY : WHAT ABOUT US?를 주제로 N-O-T만의 개인주의를 표현하기 위해서 우리를 탐색하는 관찰, 질문으로 완성한 자기소개서가 룩에 표현된 브랜드 입니다.",153
하이버넷,HYBERNAT,https://image.msscdn.net/mfile_s01/_brand/free_medium/hybernat.png?202401241817,SINCE 2019,한국,"하이버넷(HYBERNAT)은 재미있는 로고 그래픽, 유니크하지만 웨어러블한 디자인의 아이템으로 트렌드에 민감하고 스트릿 웨어를 좋아하는 젊은 여성 소비자들에게 매력적인 제품을 만드는 브랜드입니다.",94
퍼피스딜라이트,PUPPYSDELIGHT,https://image.msscdn.net/mfile_s01/_brand/free_medium/puppysdelight.png?202402061807,SINCE 2022,한국,퍼피스딜라이트(PUPPYS DELIGHT)는 'Happiness is a delighted puppy'라는 슬로건을 바탕으로 우리의 행복과 반려동물의 기쁨이 서로 맞닿아 있음을 표현합니다.,22
던드롭,DUNDROP,https://image.msscdn.net/mfile_s01/_brand/free_medium/dundrop.png?202309250940,SINCE 2020,한국,던드롭(DUNDROP)은 20~30대 여성층을 타깃으로 한 감각적이면서도 자유로운 디자인의 컨템포러리 브랜드입니다. 트렌드의 흐름에 맞는 아이템을 최상의 퀄리티로 선보입니다.,537
일레딧,ILLEDIT,https://image.msscdn.net/mfile_s01/_brand/free_medium/illedit.png?202112150045,SINCE 2021,한국,일레딧(ILLEDIT)은 기존의 정해진 방식이나 쓰임에서 벗어나 새로운 시도를 하고자 하는 브랜드입니다.,102
살롱 드 욘,SALONDEYOHN,https://image.msscdn.net/mfile_s01/_brand/free_medium/salondeyohn.png?202306220838,SINCE 2014,한국,"SALON DE YOHN(살롱 드 욘)은 빈티지 시크 무드를 베이스로, 50년대의 클래식하고 로맨틱한 요소들을 모던하게 해석하는 디자인을 추구하는 브랜드입니다.",1004
올어바웃뉴,ALLABOUTNEW,https://image.msscdn.net/mfile_s01/_brand/free_medium/allaboutnew.png?202402281459,SINCE 2023,한국,올어바웃뉴(ALL ABOUT NEW)는 진보적인 MZ 세대의 문화에 언더그라운드 웨어의 디자인 코드를 믹스하여 반항적이고 대담한 상품을 통한 임팩트를 제안합니다.,29
에이치 블레이드,HEICHBLADE,https://image.msscdn.net/mfile_s01/_brand/free_medium/heichblade.png?202301310954,SINCE 2015,한국,HEICH BLADE(에이치 블레이드)는 YOUNG CULTURE에 대한 연구와 YOUTH에 대한 새로운 해석을 통해 CONTEMPORARY STREET CASUAL을 표현합니다.,82
데상트 베이스볼,DESCENTEBASEBALL,https://image.msscdn.net/mfile_s01/_brand/free_medium/descentebaseball.png?202207270432,SINCE 2021,한국,데상트 베이스볼(DESCENTE BASEBALL)은 디테일한 디자인을 추구하며 기능적 아름다움을 창조합니다. 최상의 퍼포먼스를 위한 아이템들은 뜻밖의 경험을 제공합니다.,170
유피라운지,UPLOUNGE,https://image.msscdn.net/mfile_s01/_brand/free_medium/uplounge.png?202309110916,SINCE 2020,한국,유피라운지(UP LOUNGE)는 자신의 목표를 위해 노력하는 대한민국의 모든 이들과 함께하고자 합니다.,85
파운드포켓,FOUNDPOCKET,https://image.msscdn.net/mfile_s01/_brand/free_medium/foundpocket.png?202309220209,SINCE 2022,한국,파운드포켓(FOUNDPOCKET)은 '쓰임은 형태의 기준이 된다'라는 이념을 바탕으로 일상에서 사용하는 물건의 구조와 쓰임을 이해하고 설계하여 편리하게 사용할 수 있는 제품을 만들고자 합니다.,30
마르지하우스,MARJIHOUSE,https://image.msscdn.net/mfile_s01/_brand/free_medium/marjihouse.png?202301310635,SINCE 2020,한국,마르지하우스(MARJI HOUSE)는 베이식 속 위트를 철학으로 합니다. 클래식한 실루엣에 색감과 포인트를 더해 편안함과 자유로움을 표현합니다. 또한 한 가지에 국한되지 않고 다양한 분야를 대중에게 소개하고자 합니다.,68
카고브로스 포 우먼,CARGOBROSFORWOMEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/cargobrosforwomen.png?202303220425,SINCE 2023,한국,"카고브로스 포 우먼(CARGOBROS FOR WOMEN)은 카고브로스(CARGOBROS)의 우먼 라인으로, 다양한 콘셉트와 디자인을 제안하는 아메리칸 캐주얼 여성 브랜드입니다. 여성의 체형과 스타일링을 고려해 패턴 개발부터 품질관리까지 섬세하게 신경 쓰며, 모두가 공감하고 즐겨 입을 수 있는 트렌디하면서 스탠다드한 제품을 제안합니다.",237
춤선,CHOOMSUN,https://image.msscdn.net/mfile_s01/_brand/free_medium/choomsun.png?202105210155,SINCE 2019,한국,"춤선(CHOOMSUN)은 'LIVE IN DANCE'라는 슬로건을 바탕으로 ""일상이 춤이 되는 순간""과 같이 편하고 활동적이며 감각적인 옷을 만들어내는 브랜드입니다.",174
스포츠트라이브,SPORTSTRIBE,https://image.msscdn.net/mfile_s01/_brand/free_medium/sportstribe.png?202306230159,SINCE 2012,한국,스포츠트라이브(SPORTSTRIBE)는 대한민국 축구공의 새로운 기준을 제시하는 대한축구협회 공식구 지정 브랜드입니다.,87
리맨티스트,REMANTIST,https://image.msscdn.net/mfile_s01/_brand/free_medium/remantist.png?202310240643,SINCE 2019,한국,"리맨티스트(REMANTIST)는 다시를 뜻하는 접두사 'Re-'와 로맨티스트(Romantist)의 합성어로, 새로운 로맨티스트들을 위한 옷을 제안하는 브랜드입니다. 기존의 로맨틱한 디테일들을 이질적인 요소와 섞어 새롭게 재해석해 리맨티스트만의 색을 보여주고자 합니다. 매 시즌 예술적 무드를 토대로 다양한 작가들과 협업하여 하나의 컬렉션에서 나아가 하나의 스토리를 선보입니다.",90
젠아더,ZNOTHER,https://image.msscdn.net/mfile_s01/_brand/free_medium/znother.png?202303290517,SINCE 2021,한국,젠아더(ZNOTHER)는 펀하고 영한 컨템포러리 아트 컬처 브랜드입니다.,66
알렉스앤에이든,ALEXNAIDEN,https://image.msscdn.net/mfile_s01/_brand/free_medium/alexnaiden.png?202301310637,SINCE 2020,한국,알렉스앤에이든(ALEXNAIDEN)은 오래도록 기억될 편안한 핏과 자신감 있는 퀄리티를 고집하며 옷의 기본에 충실하면서도 현재의 감성을 담은 브랜드입니다.,66
드니벨 맨즈,DENIVELMENS,https://image.msscdn.net/mfile_s01/_brand/free_medium/denivelmens.png?202105210156,SINCE 2020,한국,드니벨 맨즈(DENIVEL MENS)은 트렌디하면서도 베이식한 밸런스 룩을 선보이는 유니섹스 컨템포러리 브랜드 드니벨(DENIVEL)의 남성 라인입니다.,54
로얄디사이드,LOYALDECIDE,https://image.msscdn.net/mfile_s01/_brand/free_medium/loyaldecide.png?202210200243,SINCE 2020,한국,"로얄디사이드(LOYALDECIDE)는 삶의 모든 것에 대한 충실한 결정을 할 수 있도록 모든 것을 고민합니다. 클래식의 재창조와 발전, 다양한 업사이클링 시도를 통해 동시대의 모든 이들을 만족시킬 수 있는 방식을 제안합니다.",158
비지트인뉴욕,VISITINNEWYORK,https://image.msscdn.net/mfile_s01/_brand/free_medium/visitinnewyork.png?202402221728,SINCE 2003,한국,비지트인뉴욕(VISITINNEWYORK)은 뉴욕의 감성과 모던 시크를 지향하는 브랜드입니다. 고급스러움이 내제된 현대적이고 세련된 감성을 추구하는 비지트인뉴욕은 모던한 개성은 유지하면서 구조적인 실루엣이 가미한 아이템을 디자인합니다.,672
어낫띵,ANOTHING,https://image.msscdn.net/mfile_s01/_brand/free_medium/anothing.png?202310050243,SINCE 2018,한국,"A NOTHING(어낫띵)은 젠더리스 룩을 지향하는 자유로운 감성의 디자이너 브랜드로, 고급스러우면서도 유니크한 특유의 디자인과 여유롭고 내추럴한 실루엣이 특징인 브랜드입니다.",270
보이즈윌비보이즈,BOYSWILLBEBOYS,https://image.msscdn.net/mfile_s01/_brand/free_medium/boyswillbeboys.png?202303240620,SINCE 2020,한국,보이즈윌비보이즈(BOYS WILL BE BOYS)는 있는 그대로의 당신을 응원하는 익스클루시브 라이프 웨어 브랜드입니다. 젊고 열정적인 당신을 위한 유쾌한 판타지를 선사합니다.,93
소프터,SOFTUR,https://image.msscdn.net/mfile_s01/_brand/free_medium/softur.png?202301020230,SINCE 2019,한국,"소프터(SOFTUR)는 미니멀리즘의 차분함에 작은 요소와 색감을 적절히 더하여 은은하지만 경쾌한 디자인을 추구합니다. 일과 일상의 스타일에 경계를 두지 않고, 자유로움을 추구하는 사람들이 즐겁고 편하게 입을 수 있는 브랜드가 되기를 희망합니다.",59
컴스페이스1980,COMSPACE1980,https://image.msscdn.net/mfile_s01/_brand/free_medium/comspace1980.png?202210210528,SINCE 2017,한국,"컴스페이스1980(COMSPACE1980)은 현대 미술의 ‘미니멀 아트’에서 얻은 영감에 스트릿 무드와 스포티한 감성을 믹스해 위트 있는 캐주얼로 선보이는 브랜드입니다. 한국형 미니멀 아트인 '단색화'를 메인 키워드로 선보이며, 트렌드를 반영한 사실적 표현의 기원을 패션으로 나타내고자 합니다.",188
리플래닛,REPLANET,https://image.msscdn.net/mfile_s01/_brand/free_medium/replanet.png?202212050231,SINCE 2021,한국,"리플래닛(REPLANET)은 유행의 빠른 변화가 가져오는 과도한 소비에서 벗어나 라이프 사이클에 걸쳐 환경과 건강, 안전을 중시하는 지속 가능한 생산을 추구합니다. 모든 생명과의 조화로운 삶을 위하여 자연의 훼손과 오염을 줄이고 버려진 것을 되살리며 안전한 생산과 건강한 소비를 통해 삶을 다른 시각과 태도로 바라보고 일으키고자 합니다.",69
르,LE,https://image.msscdn.net/mfile_s01/_brand/free_medium/le.png?202307100440,SINCE 2016,한국,"LE(르)는 담백한 스타일, 유연한 실루엣, 깊이 있는 디테일로 디자인된 르 컬렉션. 눈으로 보여지는 감각적인 비주얼과 입었을 때 느껴지는 입체적인 착용감이 공존하는 모던&내추럴 룩 브랜드입니다.",231
에스와이2씨,SY2C,https://image.msscdn.net/mfile_s01/_brand/free_medium/sy2c.png?202304050107,SINCE 2020,한국,에스와이2씨(SY2C)는 새로운 밸런스의 뉴룩을 선보이는 컨템포러리 여성복 브랜드입니다. 트렌디하면서 여성스러움이 담긴 스토리에 에스와이2씨만의 위트 있는 디테일을 세련되게 표현하는 브랜드입니다.,365
더페니,THEPENNY,https://image.msscdn.net/mfile_s01/_brand/free_medium/thepenny.png?202311060738,SINCE 2006,한국,더페니(THE PENNY)는 감각적인 디자인으로 고급스러움을 표현하며 높은 퀄리티로 미니멀리즘의 트렌드를 이끌어가는 브랜드로 나의 옷장에 여유와 품격을 더해줍니다. 화려한 오늘 속에서 기본을 잃지 않고 자신감 넘치는 하루를 선사합니다.,165
아이홀릭 캐시미어,AYIHOLICCASHMERE,https://image.msscdn.net/mfile_s01/_brand/free_medium/ayiholiccashmere.png?202403131011,SINCE 2016,한국,"아이홀릭 캐시미어(AYIHOLIC CASHMERE)는 어디에든 매치할 수 있고 웨어러블하며, 본질에 충실한 편안한 룩을 추구하는 브랜드입니다. 니트웨어와 캐시미어를 기반으로 한 클래식&모던 룩을 합리적인 가격에 선사, 여성들을 위한 키 실루엣을 제안합니다.",247
파이브아워스,5HOURS,https://image.msscdn.net/mfile_s01/_brand/free_medium/5hours.png?202307100016,SINCE 2022,한국,파이브아워스(5HOURS)는 필드 위에서 소요되는 시간을 의미합니다. 스타일과 스코어 모두를 노리는 골퍼를 위한 영 컨템포러리 골프 웨어를 제안합니다.,118
